student_id,gender,district,employment_status,education_level,monthly_income_rwf,internet_access,smartphone_owner,date_of_birth
STU003591,Male,Gisagara,Self-employed,University,740000,Yes,Yes,1990-07-14
STU013045,Female,Rubavu,Unemployed,University,220000,Yes,No,1992-06-10
STU030751,Male,Ngororero,Student,University,440000,Yes,No,2000-12-28
STU036819,Male,Bugesera,Student,University,560000,Yes,Yes,1993-08-31
STU012645,Female,Burera,Self-employed,University,380000,Yes,Yes,2001-11-24
STU010046,Male,Nyamasheke,Unemployed,Primary,300000,Yes,Yes,1993-02-19
STU033245,Female,Huye,Employed,Primary,330000,Yes,No,2006-04-15
STU010414,Male,Kamonyi,Self-employed,Secondary,20000,No,Yes,2005-12-24
STU000153,Female,Rutsiro,Student,Primary,890000,Yes,Yes,2006-02-02
STU020851,Male,Nyarugenge,Unemployed,Secondary,280000,Yes,Yes,2002-08-25
STU017173,Female,Rubavu,Unemployed,Secondary,390000,Yes,Yes,2005-11-11
STU030420,Female,Rwamagana,Unemployed,University,550000,No,No,2003-10-01
STU000232,Female,Kicukiro,Student,Secondary,490000,No,Yes,1994-06-06
STU017536,Male,Nyaruguru,Self-employed,Primary,90000,Yes,Yes,1997-12-21
STU029370,Female,Gisagara,Self-employed,Secondary,660000,No,Yes,1996-02-13
STU005839,Male,Rwamagana,Employed,University,470000,No,Yes,2002-03-05
STU007210,Female,Gicumbi,Student,None,780000,Yes,Yes,1997-10-28
STU009711,Female,Rwamagana,Unemployed,None,,No,Yes,2002-05-19
STU005622,Male,Rulindo,Self-employed,,520000,No,Yes,1996-08-19
STU022278,Female,Karongi,Unemployed,Primary,330000,Yes,No,1995-08-01
STU011661,Male,Kicukiro,Student,Secondary,760000,Yes,Yes,2006-12-08
STU023077,Female,Nyamasheke,Employed,University,900000,No,Yes,1995-06-12
STU036620,Female,Gakenke,Self-employed,University,980000,Yes,Yes,2000-07-10
STU000847,Male,Nyarugenge,Student,Primary,240000,No,Yes,1993-08-05
STU038769,Male,Bugesera,Self-employed,Secondary,,No,Yes,1993-03-28
STU036071,Male,Kamonyi,Student,Secondary,630000,Yes,Yes,1993-02-04
STU001310,Male,Gakenke,Employed,Primary,530000,Yes,Yes,2003-10-12
STU000807,Male,Nyamasheke,Student,Secondary,220000,Yes,Yes,2003-08-16
STU014115,Female,Nyabihu,Employed,University,710000,Yes,Yes,1997-10-26
STU040013,Male,Nyamasheke,Employed,Secondary,70000,No,Yes,2003-03-09
STU013637,Male,Muhanga,Self-employed,Primary,640000,Yes,No,1993-05-28
STU030383,Male,Rwamagana,Unemployed,Primary,,Yes,No,1992-05-08
STU025399,Male,Nyamasheke,Self-employed,None,230000,Yes,No,1990-11-26
STU033417,Female,Gasabo,Student,Secondary,650000,No,No,1994-06-09
STU020169,Male,Nyamasheke,Employed,Primary,340000,Yes,Yes,1991-05-02
STU012518,Male,Nyamasheke,Unemployed,Secondary,140000,Yes,Yes,1993-01-05
STU047084,Female,Ngororero,Unemployed,Secondary,970000,Yes,No,2005-12-17
STU004421,Female,Rutsiro,Self-employed,Secondary,190000,Yes,Yes,1994-01-08
STU041836,Male,Nyabihu,Unemployed,Primary,1000000,Yes,Yes,2004-03-01
STU025496,Male,Musanze,Unemployed,Primary,570000,No,Yes,1999-09-15
STU007588,Female,Musanze,Student,Primary,340000,Yes,Yes,2003-08-26
STU013252,Female,Rulindo,Self-employed,Secondary,290000,Yes,Yes,2002-12-23
STU017952,Female,Nyabihu,Employed,University,490000,Yes,Yes,1992-03-30
STU048907,Male,Rubavu,Self-employed,Primary,550000,Yes,Yes,1994-05-16
STU025560,Female,Nyabihu,Unemployed,Primary,120000,Yes,Yes,2006-05-11
STU023177,Female,Kicukiro,Self-employed,Primary,,Yes,No,2006-08-06
STU026083,Female,Gicumbi,Unemployed,Secondary,580000,No,No,2000-07-16
STU033790,Female,Kicukiro,Unemployed,Secondary,,Yes,Yes,2007-01-18
STU028404,Male,Rubavu,Student,Primary,800000,Yes,Yes,1998-02-08
STU000669,Male,Ngoma,Self-employed,Primary,10000,Yes,Yes,1999-03-30
STU012869,Female,Kayonza,Unemployed,Primary,810000,Yes,Yes,2000-02-21
STU011327,Male,Nyamasheke,Self-employed,,390000,Yes,No,2001-06-28
STU032644,Female,Rulindo,Unemployed,Secondary,460000,No,Yes,1998-05-15
STU005339,Male,Kamonyi,Student,Secondary,990000,No,Yes,2000-01-05
STU005364,Female,Rulindo,Self-employed,Primary,940000,Yes,Yes,2006-06-18
STU004623,Female,Nyanza,Self-employed,University,380000,Yes,No,1996-07-20
STU040060,Female,Nyaruguru,Self-employed,Secondary,240000,No,Yes,2007-02-16
STU038590,Male,Kayonza,Student,None,340000,No,Yes,1998-03-14
STU000089,Male,Rubavu,Employed,Primary,480000,Yes,Yes,2004-08-06
STU018773,Male,Nyagatare,Student,Primary,990000,Yes,Yes,2000-11-04
STU028561,Male,Gasabo,Unemployed,Primary,850000,Yes,No,2006-08-21
STU048253,Female,Rulindo,Student,Secondary,590000,Yes,Yes,2000-05-30
STU019428,Male,Muhanga,Employed,Primary,80000,Yes,Yes,2005-07-04
STU015937,Male,Nyaruguru,Self-employed,Secondary,50000,No,Yes,2006-10-04
STU032226,Male,Nyamasheke,Unemployed,,670000,No,No,2000-11-30
STU022110,Male,Rubavu,Unemployed,University,360000,Yes,Yes,1990-09-26
STU005899,Female,Ngoma,Student,Secondary,970000,Yes,Yes,1992-06-19
STU032995,Female,Nyabihu,Student,Secondary,150000,Yes,Yes,2001-10-02
STU010783,Female,Huye,Employed,Primary,410000,Yes,Yes,2000-10-11
STU001844,Male,Burera,Employed,Primary,410000,Yes,Yes,2003-02-27
STU048709,Male,Rwamagana,Employed,Secondary,890000,Yes,Yes,1994-01-10
STU025785,Female,Nyarugenge,Unemployed,University,340000,Yes,Yes,1991-10-07
STU023139,Female,Burera,Employed,Primary,700000,Yes,Yes,1992-12-25
STU045942,Male,Nyarugenge,Employed,Secondary,370000,No,Yes,1999-01-02
STU031618,Male,Muhanga,Student,Primary,220000,Yes,Yes,1993-10-18
STU037107,Female,Gakenke,Unemployed,Secondary,90000,Yes,No,1997-08-05
STU020665,Male,Nyabihu,Unemployed,Primary,290000,No,Yes,1992-03-10
STU010070,Female,Kicukiro,Unemployed,Primary,380000,Yes,No,1997-11-25
STU019427,Male,Ngoma,Self-employed,University,100000,Yes,Yes,1999-02-18
STU043555,Male,Rubavu,Employed,Primary,500000,Yes,Yes,2003-01-17
STU038164,Female,Nyamasheke,Student,,230000,Yes,Yes,2001-02-16
STU026783,Female,Huye,Student,Primary,680000,Yes,Yes,1998-08-11
STU004793,Male,Huye,Student,Primary,460000,Yes,Yes,1995-09-18
STU048069,Male,Rubavu,Employed,Secondary,190000,Yes,Yes,2005-11-12
STU045547,Female,Nyaruguru,Student,Secondary,400000,No,Yes,2001-12-21
STU008100,Male,Bugesera,Student,Secondary,1000000,Yes,Yes,2000-08-21
STU017319,Female,Kamonyi,Employed,Secondary,950000,Yes,No,1990-11-16
STU044752,Male,Ngoma,Self-employed,Secondary,500000,Yes,Yes,2003-09-09
STU004119,Female,Kamonyi,Unemployed,Primary,740000,Yes,Yes,2006-09-13
STU028892,Male,Gasabo,Employed,Secondary,750000,Yes,Yes,2003-07-01
STU047087,Female,Kamonyi,Self-employed,Primary,200000,Yes,Yes,1991-10-29
STU017266,Female,Huye,Unemployed,Secondary,630000,Yes,Yes,2002-02-17
STU005511,Male,Gakenke,Student,Secondary,100000,Yes,Yes,1996-04-24
STU027737,Male,Rwamagana,Employed,Primary,640000,Yes,Yes,1996-01-05
STU028107,Male,Rubavu,Student,University,920000,No,Yes,1991-02-04
STU037362,Female,Musanze,Employed,,560000,No,Yes,1999-04-10
STU010713,Male,Nyagatare,Employed,Secondary,440000,Yes,Yes,1993-08-13
STU033706,Female,Musanze,Self-employed,Secondary,320000,No,Yes,1991-09-09
STU044810,Male,Rutsiro,Employed,Primary,300000,Yes,Yes,1992-08-05
STU042828,Female,Gicumbi,Self-employed,Primary,610000,No,No,2002-06-01
STU000875,Male,Musanze,Self-employed,,680000,Yes,Yes,1991-01-29
STU010078,Female,Ngororero,Self-employed,,760000,Yes,Yes,2007-03-12
STU029758,Female,Gakenke,Student,Secondary,710000,Yes,Yes,1994-12-18
STU019764,Female,Gisagara,Unemployed,Secondary,150000,Yes,Yes,1996-10-03
STU036497,Female,Gisagara,Unemployed,Secondary,450000,Yes,Yes,2005-04-05
STU010906,Female,Kayonza,Self-employed,University,1000000,No,Yes,1992-10-31
STU022241,Male,Nyagatare,Self-employed,Secondary,650000,Yes,Yes,1997-01-15
STU032408,Male,Rubavu,Unemployed,Secondary,500000,Yes,Yes,2001-12-06
STU006609,Female,Burera,Employed,Primary,430000,Yes,No,2004-10-09
STU034093,Male,Rulindo,Self-employed,Secondary,600000,Yes,Yes,2007-02-19
STU032101,Female,Gicumbi,Self-employed,University,340000,No,Yes,2005-09-03
STU029771,Female,Kicukiro,Employed,Primary,10000,Yes,Yes,1990-10-23
STU024120,Male,Rwamagana,Employed,Secondary,760000,No,Yes,1991-07-24
STU018278,Female,Nyamasheke,Student,Primary,220000,No,No,1990-10-06
STU039351,Male,Gasabo,Employed,University,520000,Yes,Yes,1995-01-16
STU024863,Male,Kicukiro,Self-employed,Primary,620000,Yes,Yes,1998-05-31
STU029993,Male,Rusizi,Employed,Primary,370000,Yes,Yes,1994-07-13
STU026146,Male,Musanze,Employed,Primary,680000,Yes,No,2005-11-10
STU022707,Male,Bugesera,Self-employed,Secondary,290000,Yes,Yes,1994-10-08
STU040463,Male,Kamonyi,Student,Secondary,330000,No,Yes,1995-08-08
STU024073,Male,Rubavu,Student,Secondary,1000000,Yes,No,1999-11-23
STU013680,Male,Nyanza,Employed,Primary,100000,Yes,Yes,2003-10-27
STU040065,Male,Kayonza,Self-employed,Secondary,510000,Yes,No,2006-03-29
STU013391,Female,Gicumbi,Self-employed,Primary,350000,Yes,No,1991-01-22
STU019263,Male,Nyanza,Employed,Secondary,530000,No,Yes,2006-03-02
STU046030,Male,Rusizi,Employed,Primary,180000,Yes,No,1994-06-03
STU013384,Male,Nyaruguru,Self-employed,Primary,400000,Yes,Yes,1992-10-14
STU011505,Male,Huye,Student,University,750000,Yes,Yes,1992-05-09
STU047598,Female,Nyarugenge,Unemployed,Secondary,780000,No,Yes,2001-01-11
STU040382,Female,Nyabihu,Self-employed,University,810000,Yes,Yes,2000-10-02
STU036754,Female,Gakenke,Unemployed,Secondary,880000,Yes,Yes,2001-06-28
STU000365,Female,Kicukiro,Self-employed,None,400000,Yes,Yes,1999-09-26
STU021627,Female,Rwamagana,Student,Secondary,270000,No,Yes,2001-12-06
STU029004,Female,Musanze,Unemployed,Secondary,810000,Yes,Yes,2002-11-18
STU041379,Male,Rwamagana,Self-employed,University,710000,Yes,Yes,1996-10-07
STU027424,Female,Rusizi,Employed,Secondary,490000,No,No,1994-07-22
STU031703,Male,Kamonyi,Unemployed,Secondary,360000,Yes,Yes,1996-08-31
STU044941,Male,Rwamagana,Self-employed,University,910000,No,Yes,1994-02-19
STU001375,Male,Nyabihu,Employed,Secondary,390000,Yes,Yes,2004-12-20
STU032753,Female,Karongi,Self-employed,Secondary,220000,Yes,Yes,2006-05-05
STU005703,Male,Bugesera,Student,None,390000,No,Yes,1995-05-08
STU035902,Male,Kamonyi,Unemployed,,270000,No,No,2004-08-25
STU032850,Female,Muhanga,Student,Primary,440000,Yes,No,1991-03-12
STU032055,Female,Rutsiro,Unemployed,University,980000,Yes,No,1990-07-21
STU041096,Female,Bugesera,Self-employed,Secondary,350000,Yes,Yes,2001-04-10
STU016869,Female,Nyagatare,Self-employed,University,100000,No,Yes,2002-02-05
STU014270,Female,Gasabo,Self-employed,Secondary,930000,Yes,Yes,1996-12-02
STU032637,Male,Rutsiro,Student,University,720000,Yes,Yes,2000-10-27
STU041373,Male,Rubavu,Student,Secondary,700000,Yes,Yes,1994-05-27
STU021828,Male,Kayonza,Employed,Secondary,920000,Yes,Yes,1997-08-05
STU019167,Male,Kicukiro,Student,University,80000,Yes,Yes,2003-08-06
STU040931,Female,Nyarugenge,Self-employed,Primary,320000,Yes,Yes,2003-09-15
STU018144,Male,Gakenke,Employed,University,920000,Yes,Yes,1990-08-22
STU003513,Male,Gisagara,Self-employed,Secondary,230000,Yes,Yes,1990-09-03
STU009558,Male,Muhanga,Employed,Secondary,170000,Yes,No,1993-04-14
STU007412,Female,Nyarugenge,Student,University,480000,Yes,Yes,2003-11-05
STU021676,Male,Rwamagana,Student,University,790000,No,Yes,2005-01-08
STU005610,Male,Rwamagana,Employed,Secondary,10000,Yes,No,2004-04-03
STU014993,Male,Gakenke,Unemployed,Secondary,90000,Yes,Yes,1996-03-13
STU014425,Female,Rulindo,Unemployed,Secondary,710000,Yes,Yes,1990-11-21
STU008468,Male,Rubavu,Student,University,240000,Yes,Yes,2006-05-06
STU018008,Male,Rutsiro,Unemployed,Secondary,740000,Yes,Yes,2002-06-20
STU020569,Female,Gicumbi,Student,University,280000,Yes,Yes,2000-06-26
STU035151,Female,Nyabihu,Unemployed,Secondary,790000,No,Yes,1997-04-17
STU002477,Female,Nyanza,Unemployed,,10000,Yes,Yes,2000-08-16
STU012327,Female,Nyanza,Unemployed,University,100000,Yes,Yes,1996-12-25
STU044157,Male,Nyarugenge,Unemployed,University,730000,Yes,Yes,2003-08-21
STU035436,Female,Kicukiro,Employed,Secondary,290000,Yes,Yes,2004-08-05
STU023765,Male,Nyabihu,Unemployed,None,360000,Yes,Yes,1994-12-17
STU028148,Female,Rwamagana,Student,Secondary,590000,Yes,Yes,1999-03-26
STU040095,Male,Gicumbi,Unemployed,Secondary,730000,No,Yes,2004-01-19
STU002440,Male,Muhanga,Student,University,650000,Yes,No,2000-05-24
STU025777,Female,Gakenke,Unemployed,None,50000,No,Yes,1999-09-18
STU022108,Female,Kicukiro,Self-employed,,880000,Yes,Yes,1996-10-26
STU038272,Male,Rusizi,Self-employed,Primary,30000,Yes,No,2003-01-02
STU023566,Female,Ngororero,Employed,University,230000,Yes,Yes,1997-11-12
STU033488,Male,Muhanga,Unemployed,University,,Yes,Yes,1998-06-03
STU032801,Male,Nyanza,Self-employed,Primary,,Yes,Yes,2003-12-25
STU040609,Male,Ngororero,Employed,None,520000,Yes,Yes,1991-03-21
STU016371,Male,Kicukiro,Self-employed,University,940000,Yes,No,2002-03-30
STU015556,Female,Rubavu,Student,Primary,890000,Yes,Yes,2006-06-08
STU021821,Female,Kicukiro,Employed,University,700000,Yes,Yes,1991-09-18
STU017434,Female,Rulindo,Self-employed,Secondary,240000,Yes,Yes,1998-02-26
STU007320,Male,Karongi,Self-employed,Secondary,520000,Yes,No,1997-12-21
STU007807,Male,Rutsiro,Employed,Secondary,880000,Yes,Yes,1991-05-25
STU010294,Male,Kamonyi,Unemployed,Secondary,350000,Yes,No,1995-03-11
STU009068,Female,Kicukiro,Student,Secondary,490000,Yes,No,2006-07-14
STU003891,Male,Rubavu,Student,Primary,940000,Yes,Yes,2003-08-11
STU019989,Female,Rubavu,Employed,University,120000,Yes,No,1999-06-21
STU048483,Male,Rubavu,Unemployed,Secondary,420000,No,Yes,2003-05-28
STU016228,Male,Rulindo,Employed,None,110000,Yes,No,1999-02-04
STU029677,Female,Gasabo,Student,Primary,470000,Yes,Yes,2004-01-22
STU032474,Male,Nyaruguru,Employed,University,920000,Yes,No,1995-12-06
STU016991,Female,Muhanga,Unemployed,Secondary,80000,Yes,Yes,2003-02-10
STU002338,Male,Nyaruguru,Unemployed,Primary,160000,Yes,Yes,1994-05-08
STU014245,Male,Gisagara,Unemployed,Secondary,250000,Yes,Yes,1995-08-18
STU046290,Male,Gakenke,Self-employed,Primary,510000,Yes,Yes,1995-10-29
STU006044,Female,Rwamagana,Employed,University,920000,Yes,Yes,1991-04-14
STU005933,Female,Nyabihu,Self-employed,Secondary,390000,Yes,Yes,2004-07-01
STU005782,Male,Gicumbi,Student,Primary,890000,Yes,Yes,1990-09-18
STU048189,Male,Rwamagana,Self-employed,Secondary,920000,Yes,No,2003-07-29
STU028021,Male,Bugesera,Student,Primary,640000,Yes,Yes,1999-02-04
STU015741,Female,Rutsiro,Unemployed,Secondary,140000,Yes,Yes,1994-05-27
STU039726,Female,Rubavu,Employed,Secondary,850000,Yes,Yes,1998-07-30
STU002488,Male,Bugesera,Student,University,220000,Yes,No,1996-06-02
STU027662,Female,Gasabo,Student,Secondary,420000,No,No,2002-03-14
STU045997,Female,Muhanga,Self-employed,None,670000,Yes,Yes,2005-11-23
STU002315,Female,Musanze,Self-employed,Secondary,250000,Yes,Yes,1993-10-23
STU045947,Female,Nyanza,Student,Primary,320000,No,No,1996-01-16
STU026601,Female,Burera,Student,Secondary,90000,No,Yes,1996-10-03
STU000347,Male,Rubavu,Employed,Primary,760000,Yes,Yes,2007-06-22
STU046192,Male,Rusizi,Self-employed,University,990000,No,Yes,1992-12-16
STU029952,Male,Bugesera,Employed,Secondary,110000,No,Yes,1997-09-14
STU033656,Male,Musanze,Unemployed,Primary,70000,No,Yes,1997-03-10
STU030921,Female,Gicumbi,Employed,Secondary,960000,Yes,No,2001-04-13
STU028106,Female,Nyaruguru,Self-employed,Secondary,300000,Yes,Yes,2001-07-02
STU033834,Male,Nyanza,Self-employed,Secondary,890000,No,Yes,1990-10-08
STU004015,Male,Gisagara,Employed,Primary,800000,Yes,Yes,2002-09-01
STU009549,Male,Nyamasheke,Student,Secondary,580000,Yes,Yes,1992-02-17
STU041774,Female,Gicumbi,Unemployed,Secondary,10000,Yes,No,1996-06-11
STU040479,Male,Gicumbi,Self-employed,Secondary,270000,No,Yes,2004-05-24
STU039285,Female,Karongi,Self-employed,Secondary,560000,Yes,Yes,1993-05-17
STU002090,Female,Nyarugenge,Employed,Secondary,190000,Yes,Yes,2001-11-09
STU034703,Female,Nyabihu,Student,,770000,Yes,No,2001-05-22
STU000501,Female,Rusizi,Self-employed,Primary,590000,Yes,Yes,1999-03-26
STU035992,Male,Nyabihu,Employed,Primary,560000,Yes,Yes,1994-06-15
STU002551,Female,Ngoma,Self-employed,Primary,150000,Yes,Yes,1993-02-25
STU000476,Female,Gicumbi,Self-employed,Secondary,200000,Yes,No,1992-07-06
STU012565,Male,Ngoma,Self-employed,Secondary,980000,Yes,Yes,1995-10-27
STU012276,Male,Gasabo,Self-employed,Secondary,950000,Yes,Yes,1993-06-18
STU019970,Male,Karongi,Student,Primary,270000,No,No,2003-08-18
STU002639,Male,Gisagara,Self-employed,Secondary,330000,Yes,Yes,1990-11-10
STU012847,Male,Gisagara,Self-employed,Secondary,380000,Yes,Yes,2007-05-09
STU027123,Male,Rutsiro,Self-employed,None,430000,Yes,Yes,1991-10-06
STU015395,Male,Muhanga,Employed,Primary,460000,Yes,No,1994-02-17
STU034312,Female,Bugesera,Student,Secondary,330000,Yes,Yes,1992-12-04
STU005018,Female,Rubavu,Student,Secondary,900000,Yes,Yes,2006-11-07
STU009166,Female,Nyanza,Self-employed,Primary,250000,Yes,Yes,1999-09-02
STU000301,Female,Nyabihu,Student,Secondary,380000,Yes,Yes,2004-05-31
STU044574,Female,Musanze,Unemployed,Secondary,970000,Yes,Yes,1996-09-22
STU031955,Female,Bugesera,Employed,Secondary,390000,No,Yes,1994-11-06
STU005866,Female,Gicumbi,Unemployed,None,,Yes,Yes,1990-11-02
STU042901,Male,Karongi,Unemployed,Secondary,240000,Yes,No,2001-07-08
STU032076,Male,Bugesera,Employed,Secondary,30000,Yes,Yes,1999-03-04
STU040371,Female,Gicumbi,Self-employed,Primary,560000,Yes,Yes,1993-11-01
STU041033,Male,Gicumbi,Unemployed,Primary,240000,Yes,Yes,1996-03-13
STU025243,Female,Gasabo,Employed,Secondary,280000,No,Yes,2001-08-08
STU028766,Male,Karongi,Employed,Primary,820000,No,No,1997-05-08
STU020591,Female,Gasabo,Self-employed,Secondary,60000,Yes,Yes,1995-12-01
STU024043,Male,Nyaruguru,Student,Primary,940000,Yes,No,2002-09-11
STU009381,Male,Ngoma,Employed,Primary,120000,Yes,Yes,2002-04-18
STU033357,Male,Rusizi,Employed,University,100000,No,Yes,2001-11-13
STU024587,Female,Rutsiro,Self-employed,Primary,870000,Yes,Yes,1995-01-07
STU005229,Female,Rusizi,Self-employed,Primary,240000,Yes,Yes,2003-08-22
STU007983,Female,Gisagara,Student,,860000,No,Yes,1998-04-06
STU005608,Male,Musanze,Student,Secondary,,Yes,Yes,1999-10-23
STU025886,Male,Rusizi,Student,Secondary,520000,Yes,Yes,1992-01-26
STU031443,Male,Nyanza,Unemployed,Secondary,60000,Yes,Yes,2002-12-01
STU038036,Male,Kicukiro,Employed,Secondary,500000,Yes,No,2004-06-05
STU048007,Female,Gicumbi,Self-employed,Secondary,980000,Yes,Yes,2003-05-18
STU017831,Male,Karongi,Employed,University,150000,No,Yes,1999-06-09
STU033272,Female,Karongi,Student,University,380000,Yes,Yes,2005-06-21
STU031374,Male,Kayonza,Employed,Secondary,320000,Yes,No,1990-12-11
STU032097,Male,Nyarugenge,Self-employed,Primary,,Yes,Yes,2006-08-07
STU041706,Female,Nyaruguru,Student,Primary,330000,No,Yes,1998-08-24
STU036816,Female,Nyarugenge,Student,Secondary,580000,Yes,Yes,2004-07-31
STU007730,Female,Nyamasheke,Student,Secondary,670000,No,Yes,1995-11-18
STU035339,Male,Muhanga,Self-employed,Secondary,450000,No,No,1997-11-03
STU033577,Female,Gasabo,Employed,University,1000000,Yes,Yes,1994-02-03
STU038394,Female,Rulindo,Employed,Secondary,790000,Yes,Yes,2007-06-03
STU041077,Male,Ngororero,Self-employed,,110000,No,Yes,1996-07-01
STU042667,Female,Karongi,Employed,None,830000,Yes,Yes,2002-08-30
STU017753,Male,Muhanga,Employed,Primary,480000,Yes,Yes,1995-07-15
STU018356,Male,Rulindo,Self-employed,Primary,970000,Yes,Yes,1994-11-08
STU033811,Male,Nyanza,Employed,Secondary,500000,Yes,Yes,1996-06-03
STU027126,Male,Gasabo,Unemployed,Primary,830000,Yes,Yes,1993-05-31
STU039234,Female,Rwamagana,Student,Secondary,190000,Yes,Yes,1997-10-12
STU029605,Female,Gakenke,Self-employed,Primary,600000,Yes,No,2003-03-12
STU017990,Male,Rubavu,Employed,Secondary,460000,No,Yes,1991-04-27
STU021031,Female,Karongi,Employed,University,,Yes,Yes,2005-12-22
STU008940,Male,Gicumbi,Unemployed,Secondary,600000,Yes,Yes,1991-08-15
STU018407,Female,Kamonyi,Unemployed,University,700000,No,No,2006-07-19
STU047694,Male,Rutsiro,Employed,Secondary,970000,No,Yes,1999-07-14
STU003484,Female,Rwamagana,Self-employed,Secondary,870000,Yes,Yes,1997-12-10
STU037488,Female,Muhanga,Employed,University,450000,Yes,Yes,1993-12-19
STU023230,Female,Musanze,Employed,,260000,Yes,Yes,2000-05-25
STU029619,Male,Nyagatare,Self-employed,Primary,430000,Yes,Yes,1994-09-27
STU011745,Female,Kayonza,Self-employed,Secondary,470000,Yes,Yes,1997-06-27
STU047010,Male,Ngoma,Unemployed,Primary,450000,Yes,Yes,1994-12-21
STU031747,Female,Kamonyi,Employed,Primary,50000,Yes,Yes,1993-05-15
STU041655,Female,Karongi,Student,Primary,990000,Yes,Yes,1996-06-30
STU006945,Male,Bugesera,Self-employed,Primary,180000,Yes,No,1999-10-05
STU031866,Male,Gasabo,Employed,Primary,,Yes,Yes,2006-01-07
STU034264,Male,Nyagatare,Unemployed,Secondary,250000,No,Yes,1991-03-01
STU034178,Male,Nyanza,Self-employed,Secondary,920000,Yes,Yes,1999-11-11
STU033088,Female,Ngororero,Unemployed,University,870000,Yes,No,1992-06-12
STU044426,Male,Rubavu,Unemployed,Primary,670000,Yes,Yes,2006-06-26
STU034744,Male,Nyamasheke,Self-employed,Secondary,410000,No,Yes,2003-10-18
STU034794,Male,Ngoma,Student,University,450000,No,Yes,1991-06-02
STU041214,Female,Nyaruguru,Unemployed,Primary,680000,No,Yes,1995-06-22
STU020000,Male,Burera,Self-employed,Secondary,490000,Yes,No,1998-05-11
STU021354,Female,Gicumbi,Employed,,130000,Yes,Yes,2002-06-27
STU037823,Female,Burera,Student,University,450000,Yes,Yes,2002-04-15
STU023225,Male,Karongi,Student,Secondary,800000,Yes,Yes,2006-04-19
STU030370,Female,Rutsiro,Unemployed,Secondary,120000,Yes,Yes,1993-04-26
STU015183,Female,Ngoma,Student,Primary,300000,Yes,Yes,1993-05-04
STU004055,Female,Kayonza,Student,University,960000,Yes,Yes,2000-04-05
STU021445,Male,Nyaruguru,Student,,630000,Yes,Yes,1992-07-08
STU042166,Male,Huye,Self-employed,Secondary,850000,Yes,Yes,1994-12-12
STU012418,Female,Burera,Employed,Primary,920000,No,Yes,1990-09-20
STU003105,Female,Huye,Employed,Primary,480000,No,Yes,2002-03-11
STU044282,Male,Rutsiro,Employed,,880000,Yes,Yes,1996-08-21
STU027853,Female,Kicukiro,Unemployed,Secondary,560000,Yes,Yes,2006-06-08
STU001158,Male,Nyarugenge,Student,,470000,Yes,No,2003-01-18
STU047519,Female,Huye,Employed,Primary,150000,Yes,Yes,1991-05-15
STU020299,Female,Musanze,Student,,50000,Yes,Yes,1992-06-14
STU036140,Female,Nyaruguru,Self-employed,None,130000,Yes,Yes,2000-04-29
STU025537,Female,Nyamasheke,Employed,None,430000,Yes,No,2007-05-21
STU025901,Male,Nyamasheke,Self-employed,Secondary,300000,Yes,Yes,2003-09-24
STU040518,Male,Gakenke,Unemployed,Primary,40000,Yes,Yes,2000-05-27
STU048805,Female,Rutsiro,Employed,University,370000,No,Yes,1994-12-21
STU038387,Male,Nyagatare,Self-employed,Primary,120000,No,Yes,1992-09-16
STU042723,Male,Kayonza,Unemployed,Primary,30000,Yes,Yes,1997-03-23
STU044828,Male,Nyagatare,Employed,Primary,290000,No,Yes,1996-02-15
STU016758,Female,Ngororero,Unemployed,Secondary,170000,Yes,Yes,2003-09-02
STU032325,Female,Rusizi,Employed,University,990000,Yes,Yes,1998-05-05
STU038427,Male,Kayonza,Employed,Primary,850000,Yes,No,2002-06-28
STU012030,Female,Gasabo,Self-employed,University,30000,Yes,Yes,2003-12-17
STU038548,Female,Nyamasheke,Employed,None,980000,Yes,Yes,1999-11-06
STU043869,Male,Kamonyi,Self-employed,University,20000,Yes,Yes,1994-11-21
STU027932,Male,Musanze,Unemployed,University,540000,Yes,Yes,1999-08-20
STU043400,Male,Nyamasheke,Unemployed,Primary,160000,No,Yes,2000-10-08
STU001861,Male,Gasabo,Student,University,470000,No,Yes,1994-10-31
STU004430,Male,Nyarugenge,Self-employed,Secondary,810000,Yes,Yes,2002-05-28
STU003635,Female,Gakenke,Self-employed,Secondary,820000,No,Yes,2004-06-09
STU004524,Female,Gisagara,Self-employed,Primary,890000,Yes,Yes,1995-05-07
STU020401,Male,Musanze,Employed,Primary,930000,Yes,Yes,2003-02-06
STU025763,Female,Gakenke,Student,Secondary,920000,Yes,Yes,1998-08-21
STU009108,Female,Nyabihu,Self-employed,Primary,890000,Yes,Yes,1998-01-26
STU000102,Female,Muhanga,Employed,Primary,10000,Yes,Yes,2001-05-21
STU028490,Female,Gisagara,Student,Primary,600000,Yes,No,2003-05-20
STU027264,Female,Nyaruguru,Unemployed,Secondary,420000,No,Yes,1997-11-26
STU005175,Female,Kamonyi,Student,Primary,30000,Yes,Yes,1998-03-06
STU006574,Male,Nyabihu,Unemployed,Secondary,360000,Yes,Yes,2006-03-30
STU044281,Male,Ngororero,Student,Primary,820000,Yes,Yes,1991-09-20
STU012531,Female,Ngoma,Self-employed,Secondary,990000,Yes,Yes,2007-04-14
STU023400,Female,Kamonyi,Self-employed,Secondary,890000,No,No,2004-04-13
STU027775,Male,Kicukiro,Employed,University,60000,No,Yes,1998-12-28
